 ,Area,Mean,StdDev,Min,Max,X,Y,XM,YM,Major,Minor,Angle,%Area
37,0.027,209.055,53.652,44,254,3.701,5.143,3.702,5.145,0.211,0.161,96.875,0
38,0.029,174.596,43.120,69,254,8.131,5.199,8.131,5.198,0.231,0.160,62.718,0
39,0.029,188.667,51.550,62,254,4.855,5.224,4.857,5.223,0.238,0.154,101.335,0
40,0.031,200.637,48.434,59,254,3.013,5.330,3.014,5.332,0.229,0.173,115.744,0
41,0.023,214.275,51.765,63,254,6.383,5.363,6.381,5.362,0.201,0.147,62.454,0
42,0.027,207.178,49.251,73,254,2.066,5.382,2.066,5.384,0.217,0.161,44.451,0
43,0.027,207.345,48.646,62,254,4.967,5.751,4.969,5.752,0.204,0.171,102.188,0
44,0.048,205.128,52.375,59,254,4.215,5.765,4.213,5.766,0.383,0.160,179.816,0
45,0.027,195.200,52.730,58,254,6.772,5.897,6.777,5.898,0.210,0.161,20.781,0
46,0.031,188.488,46.571,54,254,4.373,6.007,4.373,6.007,0.220,0.179,121.181,0
47,0.029,204.716,48.309,61,254,3.846,6.442,3.847,6.443,0.199,0.184,116.927,0
48,0.027,160.335,43.243,61,254,3.419,6.534,3.419,6.533,0.216,0.161,38.149,0
49,0.029,205.515,48.918,70,254,1.812,6.930,1.813,6.929,0.219,0.168,99.425,0
50,0.030,188.415,46.819,66,254,5.331,7.008,5.332,7.010,0.199,0.190,108.344,0
51,0.028,203.909,47.394,63,254,3.035,7.037,3.035,7.036,0.194,0.183,158.735,0
52,0.031,184.816,49.558,63,254,6.622,7.104,6.622,7.104,0.222,0.180,75.306,0
53,0.060,206.007,51.116,47,254,1.134,7.212,1.138,7.212,0.337,0.226,91.299,0
54,0.035,170.769,63.650,8,254,6.892,7.207,6.892,7.208,0.233,0.189,34.584,0
55,0.029,185.583,47.217,58,254,7.965,7.231,7.969,7.230,0.212,0.177,14.726,0
56,0.032,187.748,48.077,59,254,2.647,7.328,2.650,7.329,0.213,0.190,110.495,0
57,0.032,200.402,46.593,67,254,0.271,7.372,0.270,7.372,0.221,0.184,0.638,0
58,0.027,210.924,48.733,52,254,3.343,7.445,3.343,7.444,0.219,0.156,19.823,0
59,0.027,202.655,51.888,65,254,4.944,7.702,4.949,7.702,0.211,0.165,24.990,0
60,0.035,170.893,47.722,65,254,3.910,7.819,3.909,7.817,0.332,0.134,90.260,0
61,0.028,199.356,45.792,52,254,5.912,7.761,5.913,7.761,0.190,0.184,25.363,0
62,0.028,202.755,51.557,69,254,3.161,7.830,3.162,7.832,0.276,0.130,153.232,0
63,0.027,203.290,51.300,67,254,4.741,7.912,4.745,7.914,0.228,0.150,147.223,0
64,0.035,204.951,47.413,74,254,1.149,8.134,1.152,8.134,0.217,0.203,137.148,0
65,0.029,199.853,50.752,63,254,5.055,8.199,5.057,8.202,0.248,0.149,40.176,0
66,0.027,204.983,50.922,54,254,4.805,8.199,4.807,8.199,0.208,0.164,48.186,0
