 ,Area,Mean,StdDev,Min,Max,X,Y,XM,YM,Major,Minor,Angle,%Area
44,0.026,201.413,54.108,55,254,4.150,5.627,4.150,5.627,0.202,0.162,123.119,0
45,0.024,197.511,53.256,47,254,7.155,5.710,7.158,5.711,0.179,0.171,134.830,0
46,0.049,185.581,49.498,53,254,8.246,5.839,8.244,5.840,0.267,0.235,104.208,0
47,0.028,208.353,49.035,47,254,2.759,5.837,2.759,5.837,0.205,0.174,146.081,0
48,0.028,194.665,48.708,58,254,2.535,5.913,2.535,5.914,0.211,0.170,115.009,0
49,0.034,160.274,43.043,65,254,6.264,6.210,6.267,6.209,0.246,0.178,175.217,0
50,0.035,152.664,44.415,22,254,3.610,6.283,3.607,6.286,0.278,0.162,115.382,0
51,0.032,174.065,48.762,53,254,2.884,6.435,2.888,6.436,0.271,0.151,172.399,0
52,0.021,192.101,52.953,58,254,0.616,6.508,0.617,6.510,0.174,0.153,83.211,0
53,0.032,174.263,42.880,62,254,4.548,6.582,4.547,6.581,0.236,0.171,141.469,0
54,0.024,129.648,32.440,57,254,0.243,6.665,0.243,6.665,0.203,0.153,12.698,0
55,0.030,160.815,46.869,51,254,6.018,6.703,6.020,6.702,0.259,0.149,18.922,0
56,0.035,136.301,45.355,15,254,7.420,6.728,7.424,6.730,0.281,0.158,151.589,0
57,0.029,186.449,49.763,53,254,5.294,6.905,5.292,6.902,0.208,0.175,39.975,0
58,0.033,150.496,40.092,55,254,4.530,7.021,4.531,7.024,0.323,0.131,122.079,0
59,0.025,158.372,48.183,58,254,1.430,7.006,1.431,7.006,0.184,0.176,23.837,0
60,0.028,182.745,50.398,59,254,7.074,7.183,7.077,7.185,0.198,0.178,70.452,0
61,0.026,206.026,54.376,50,254,4.018,7.189,4.018,7.191,0.195,0.170,153.196,0
62,0.028,157.643,43.976,55,254,1.681,7.202,1.682,7.205,0.222,0.163,125.444,0
63,0.032,172.520,46.858,59,254,2.431,7.270,2.429,7.269,0.223,0.180,145.832,0
64,0.029,173.852,45.921,53,254,7.249,7.409,7.247,7.411,0.195,0.189,101.843,0
65,0.024,137.496,34.664,57,237,0.170,7.416,0.171,7.419,0.198,0.152,117.216,0
66,0.024,127.246,34.717,50,254,0.365,7.532,0.365,7.531,0.202,0.151,7.340,0
67,0.031,127.441,41.022,51,254,7.364,7.839,7.364,7.843,0.276,0.144,87.289,0
68,0.027,212.751,52.675,58,254,3.260,7.816,3.258,7.815,0.220,0.159,92.908,0
69,0.027,172.617,52.035,54,254,6.671,7.896,6.670,7.897,0.201,0.171,156.336,0
70,0.026,196.532,54.243,66,254,3.857,7.972,3.860,7.974,0.234,0.143,153.293,0
71,0.026,195.648,51.191,46,254,3.055,8.179,3.053,8.180,0.195,0.171,63.788,0
72,0.023,195.887,57.712,62,254,6.546,8.311,6.546,8.313,0.194,0.150,11.096,0
73,5.444E-4,101.347,16.869,67,141,0.932,8.308,0.932,8.308,0.026,0.026,0.000,0
74,0.006,118.496,27.566,51,236,0.856,8.342,0.856,8.341,0.105,0.072,35.532,0
75,0.005,117.368,28.280,50,221,0.940,8.417,0.941,8.417,0.085,0.069,139.356,0
76,0.030,187.134,49.782,58,254,3.323,8.494,3.322,8.495,0.232,0.163,160.393,0
77,7.000E-4,104.079,20.409,69,154,0.436,8.460,0.436,8.460,0.030,0.029,135.000,0
78,0.002,99.409,16.860,58,136,0.815,8.475,0.814,8.475,0.061,0.040,81.099,0
79,0.002,98.926,17.326,58,141,0.876,8.500,0.877,8.500,0.052,0.037,92.898,0
