 ,Area,Mean,StdDev,Min,Max,X,Y,XM,YM,Major,Minor,Angle,%Area
36,0.032,151.895,44.977,59,254,7.724,3.007,7.729,3.008,0.254,0.160,6.802,0
37,0.024,215.525,52.904,54,254,4.352,3.031,4.353,3.031,0.226,0.133,66.905,0
38,0.023,226.290,48.569,65,254,3.407,3.110,3.406,3.109,0.177,0.166,109.613,0
39,0.030,194.858,49.654,50,254,6.389,3.272,6.386,3.271,0.241,0.160,95.826,0
40,0.026,200.497,50.062,57,254,6.687,3.278,6.686,3.279,0.240,0.136,172.819,0
41,0.040,176.052,47.489,58,254,3.183,3.408,3.185,3.408,0.288,0.175,77.440,0
42,0.028,203.858,47.713,59,254,5.164,3.348,5.165,3.351,0.202,0.175,41.605,0
43,0.025,191.411,50.346,61,254,8.204,3.759,8.200,3.759,0.254,0.126,37.277,0
44,0.042,161.143,46.760,55,254,4.299,3.766,4.300,3.766,0.286,0.187,152.305,0
45,0.027,210.521,47.420,59,254,6.019,3.757,6.018,3.755,0.213,0.158,27.348,0
46,0.023,227.986,47.045,52,254,4.688,3.781,4.687,3.781,0.175,0.168,69.725,0
47,0.021,228.579,48.762,44,254,5.597,3.808,5.597,3.808,0.176,0.152,90.294,0
48,0.022,210.424,52.838,57,254,7.902,3.822,7.897,3.823,0.174,0.161,56.406,0
49,0.030,206.124,51.413,65,254,1.380,3.974,1.382,3.970,0.215,0.176,77.781,0
50,0.025,217.198,50.774,54,254,2.691,3.978,2.691,3.978,0.234,0.135,151.960,0
51,0.036,200.905,52.107,55,254,5.594,4.121,5.592,4.119,0.227,0.201,58.759,0
52,0.025,212.686,47.861,62,254,0.119,4.179,0.117,4.178,0.199,0.157,58.707,0
53,0.026,213.280,49.731,51,254,2.574,4.312,2.574,4.312,0.242,0.138,9.323,0
54,0.019,189.890,54.207,55,254,3.259,4.330,3.257,4.331,0.239,0.103,166.714,0
55,0.023,225.496,49.952,54,254,4.074,4.378,4.074,4.378,0.185,0.161,152.764,0
56,0.025,202.302,51.967,55,254,7.145,4.404,7.143,4.403,0.250,0.129,153.291,0
57,0.011,172.543,46.000,61,254,3.173,4.447,3.174,4.446,0.149,0.090,126.941,0
58,0.049,116.776,68.274,0,254,5.686,4.515,5.688,4.516,0.269,0.232,166.154,0
59,0.029,187.187,52.224,52,254,7.418,4.656,7.421,4.654,0.232,0.157,0.116,0
60,0.029,209.360,50.870,57,254,6.204,4.682,6.203,4.680,0.202,0.181,141.311,0
61,0.020,172.459,48.093,57,254,5.998,4.811,5.997,4.811,0.199,0.128,142.738,0
62,0.013,175.004,48.357,69,254,5.934,4.962,5.934,4.959,0.136,0.125,22.935,0
63,0.028,203.890,51.662,54,254,6.976,5.025,6.973,5.024,0.198,0.180,76.250,0
64,0.024,212.830,50.688,70,254,7.280,5.061,7.279,5.059,0.228,0.134,136.872,0
65,0.036,155.041,44.261,52,254,3.849,5.161,3.846,5.159,0.252,0.183,140.928,0
66,0.029,217.799,55.012,65,254,4.973,5.151,4.976,5.151,0.206,0.177,95.870,0
67,0.026,219.163,47.392,58,254,3.521,5.245,3.520,5.246,0.203,0.164,3.975,0
68,0.034,184.837,53.842,65,254,4.752,5.268,4.748,5.266,0.248,0.174,45.027,0
69,0.031,187.541,49.977,67,254,6.651,5.333,6.647,5.338,0.272,0.143,40.359,0
70,0.007,115.443,19.476,61,192,2.031,5.483,2.031,5.483,0.110,0.085,146.534,0
71,0.025,210.833,49.256,63,254,0.481,5.566,0.480,5.563,0.190,0.168,20.417,0
72,0.027,208.196,47.892,44,254,7.132,5.692,7.132,5.694,0.207,0.169,106.417,0
73,0.030,206.045,52.982,66,254,6.223,5.803,6.222,5.806,0.202,0.190,135.262,0
74,0.020,225.145,49.994,63,254,0.502,5.797,0.502,5.798,0.167,0.149,176.236,0
75,0.043,151.922,40.870,62,254,7.139,5.952,7.146,5.952,0.247,0.223,140.564,0
76,0.027,204.903,49.729,66,254,5.794,5.933,5.793,5.934,0.242,0.142,18.670,0
77,0.022,224.640,49.226,66,254,2.702,5.945,2.702,5.946,0.172,0.163,8.717,0
78,0.029,201.788,45.235,59,254,6.547,6.043,6.545,6.045,0.222,0.168,7.659,0
79,0.029,196.437,46.972,52,254,3.295,6.099,3.295,6.097,0.241,0.152,100.260,0
80,0.023,219.305,50.186,54,254,2.551,6.236,2.552,6.234,0.191,0.152,93.393,0
81,0.036,161.095,46.959,62,254,1.545,6.385,1.545,6.384,0.302,0.152,165.642,0
82,0.025,206.393,50.189,58,254,1.825,6.437,1.826,6.439,0.227,0.142,158.400,0
83,0.060,183.290,55.245,55,254,2.461,6.533,2.462,6.530,0.352,0.216,63.884,0
84,0.023,223.139,48.564,54,254,4.037,6.460,4.037,6.461,0.192,0.154,79.083,0
85,0.029,204.082,49.277,69,254,7.208,6.618,7.209,6.618,0.212,0.176,137.995,0
86,0.024,220.880,47.357,55,254,4.495,6.673,4.494,6.674,0.203,0.150,145.888,0
87,0.031,184.072,49.804,69,254,6.988,6.721,6.985,6.721,0.232,0.168,57.292,0
88,0.031,184.505,51.487,59,254,1.548,6.764,1.543,6.764,0.230,0.174,65.957,0
89,0.028,204.712,47.566,61,254,0.581,6.812,0.582,6.812,0.208,0.173,51.149,0
90,0.023,218.451,51.161,59,254,3.762,6.838,3.761,6.838,0.186,0.158,81.741,0
91,0.021,225.108,51.518,69,254,1.249,7.280,1.250,7.280,0.170,0.158,13.003,0
92,0.030,189.651,48.437,66,254,5.236,7.394,5.239,7.395,0.217,0.179,6.203,0
93,0.022,219.187,51.234,59,254,4.866,7.470,4.867,7.469,0.184,0.149,91.121,0
94,0.011,116.847,20.693,57,176,4.415,7.488,4.416,7.485,0.157,0.085,79.738,0
95,0.023,213.000,49.684,63,254,8.453,7.563,8.454,7.563,0.205,0.141,10.717,0
96,0.006,111.583,18.157,67,161,4.325,7.567,4.325,7.567,0.097,0.074,144.042,0
97,0.026,216.960,50.040,55,254,4.035,7.773,4.035,7.772,0.250,0.132,56.256,0
98,0.033,200.395,52.341,69,254,4.404,7.779,4.406,7.783,0.223,0.187,158.552,0
99,0.033,195.216,53.842,61,254,2.296,7.845,2.298,7.844,0.219,0.189,95.563,0
100,0.029,196.022,51.738,61,254,1.806,7.859,1.807,7.859,0.237,0.158,67.906,0
101,0.028,197.701,46.884,65,254,1.496,7.873,1.496,7.872,0.224,0.158,40.877,0
102,0.029,198.277,46.855,57,254,1.913,8.131,1.915,8.130,0.235,0.157,116.391,0
103,0.033,166.500,45.150,65,254,1.559,8.149,1.557,8.148,0.253,0.167,53.225,0
104,0.028,194.904,50.768,52,254,2.265,8.362,2.265,8.360,0.218,0.165,167.360,0
105,0.033,143.413,34.219,54,254,4.996,8.436,4.996,8.436,0.272,0.153,10.765,0
